id,id_footprint,latitude,longitude,country,city,material,material_RUBIC_AI,llrs,llrs_RUBIC_AI,code_level,code_level_RUBIC_AI,n_stories,n_stories_RUBIC_AI,occupancy,occupancy_RUBIC_AI,block_position,block_position_RUBIC_AI,roof_shape,roof_shape_RUBIC_AI,roof_material,roof_material_RUBIC_AI,taxonomy,image filename or link
549,1c8f5143-76c5-4a63-81bf-64f9432f68c7,38.6961924,-9.21243315,Portugal,Lisbon,CR,CR,LFM,LFINF,CDM,CDL,6.0-7.0,8.0-9.0,RES,RES,BP1,BP1,RSH1,RSH1,RMN,RMN,CR/LFM/CDM/H:6-7/BP1/RSH1+RMN/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.6961924,-9.21243315&heading=20.156376659448938&pitch=5&fov=120"
550,25fe119e-950e-4d27-80d8-7ba0398635e4,38.70458846,-9.202481753,Portugal,Lisbon,MUR,,LWAL,,CDN,,2,,RES,,BP2,,RSH2,,RMT1,,MUR/LWAL/CDN/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70458846,-9.20248175&heading=238.88015936982782&pitch=5&fov=120"
551,e09a429a-759b-4aae-a8f8-574ecf15f123,38.70083419,-9.216642185,Portugal,Lisbon,CR,,LFM,,CDM,,2,,RES,,BPD,,RSH2,,RMT1,,CR/LFM/CDM/H:2/BPD/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70083419,-9.21664218&heading=207.9188969520116&pitch=5&fov=120"
552,97c8f12a-6c6d-4987-8f98-6f7c7bb639a1,38.70472681,-9.202776262,Portugal,Lisbon,MCF,MUR,LWAL,LWAL,CDN,CDN,2,2,RES,MIX(RES;COM),BP2,BP1,RSH2,RSH2,RMT1,RMT1,MCF/LWAL/CDN/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70472681,-9.20277626&heading=310.6126503960418&pitch=5&fov=120"
553,157496b7-b7fe-4143-94f8-806a04b115fe,38.70345908,-9.203233303,Portugal,Lisbon,CR,MUR,LFINF,LWAL,CDN,CDN,4,3,RES,MIX(RES;COM),BP2,BP3,RSH2,RSH1,RMT1,RMN,CR/LFINF/CDN/H:4/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70345908,-9.2032333&heading=164.54180503839007&pitch=5&fov=120"
554,861cfe41-b680-4a95-bfcc-43b660059da8,38.69960875,-9.220842938,Portugal,Lisbon,MCF,MCF,LWAL,LWAL,CDN,CDN,2,2,RES,RES,BP2,BPD,RSH2,RSH2,RMT1,RMT1,MCF/LWAL/CDN/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69960875,-9.22084294&heading=31.480481941731796&pitch=5&fov=120"
555,e02fe6c9-2c49-41b9-adb4-392ec068e51b,38.69879175,-9.204694105,Portugal,Lisbon,MUR,MUR,LWAL,LWAL,CDL,CDL,2,2,RES,RES,BP1,BPD,RSH2,RSH2,RMT1,RMT1,MUR/LWAL/CDL/H:2/BP1/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69879175,-9.2046941&heading=265.3427649660281&pitch=5&fov=120"
556,3cbee9b3-fd0e-4c1b-ae7b-fce09793abeb,38.69770943,-9.193288651,Portugal,Lisbon,MCF,MUR,LWAL,LWAL,CDL,CDN,3,4,RES,RES,BP2,BP2,RSH2,RSH1,RMT1,RMN,MCF/LWAL/CDL/H:3/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69770943,-9.19328865&heading=316.5581379909038&pitch=5&fov=120"
557,5067f433-7f52-41d5-8eee-e83e899ead4f,38.69816623,-9.195496483,Portugal,Lisbon,CR,MUR,LFINF,LWAL,CDL,CDN,4,3,RES,RES,BP2,BP2,RSH3,RSH1,RMT1,RMN,CR/LFINF/CDL/H:4/BP2/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69816623,-9.19549648&heading=217.7438925475953&pitch=5&fov=120"
560,5b0446e0-6b3d-4c30-aabb-690411d268d5,38.69764169,-9.195557819,Portugal,Lisbon,CR,MR,LFM,LWAL,CDL,CDN,4,3,MIX(RES;COM),RES,BP2,BP2,RSH2,RSH1,RMT1,RMN,CR/LFM/CDL/H:4/BP2/RSH2+RMT1/MIX(RES;COM),"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69764169,-9.19555782&heading=325.7655769436801&pitch=5&fov=120"
562,94dc46e0-f30d-4dc3-acc5-daa8e5febd06,38.69683651,-9.223974205,Portugal,Lisbon,CR,,LFM,,CDM,,2,,RES,,BPD,,RSH3,,RMT1,,CR/LFM/CDM/H:2/BPD/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69683651,-9.22397421&heading=182.08311208758442&pitch=5&fov=120"
563,968d8dc4-ea2b-4817-9a2f-b323b7e56b8e,38.70046919,-9.219717917,Portugal,Lisbon,MCF,,LWAL,,CDM,,2,,RES,,BP2,,RSH2,,RMT1,,MCF/LWAL/CDM/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70046919,-9.21971792&heading=212.0628407698523&pitch=5&fov=120"
565,6386d405-b273-4a85-90c1-ec2af20905d7,38.69672632,-9.21893674,Portugal,Lisbon,MUR,,LWAL,,CDL,,2,,RES,,BP2,,RSH2,,RMT1,,MUR/LWAL/CDL/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69672632,-9.21893674&heading=97.69117267430448&pitch=5&fov=120"
566,6319ae3c-9cfa-4696-b445-8ef023171a2a,38.70138969,-9.204443953,Portugal,Lisbon,MCF,MUR,LWAL,LWAL,CDM,CDN,2,2,RES,RES,BP1,BP2,RSH3,RSH3,RMT1,RMT1,MCF/LWAL/CDM/H:2/BP1/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70138969,-9.20444395&heading=355.89706766884495&pitch=5&fov=120"
567,dc4b774c-bddd-441b-9f58-b638a8ef3c3c,38.70360285,-9.203802855,Portugal,Lisbon,CR,S,LFINF,LFM,CDL,CDN,4,2,RES,RES,BP2,BP3,RSH2,RSH1,RMT1,RMN,CR/LFINF/CDL/H:4/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70360285,-9.20380285&heading=167.62218380950685&pitch=5&fov=120"
569,ad1b92ec-8c9c-4b41-ab32-228442233fc8,38.69788059,-9.21739169,Portugal,Lisbon,MCF,MUR,LWAL,LWAL,CDL,CDN,2,2,RES,RES,BP2,BP1,RSH2,RSH2,RMT1,RMT1,MCF/LWAL/CDL/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69788059,-9.21739169&heading=94.42347438921962&pitch=5&fov=120"
570,5618f2c0-3799-4be3-b0fc-72a8704f34a3,38.69506835,-9.216832781,Portugal,Lisbon,CR,CR,LFINF,LFM,CDM,CDM,4,2,MIX(RES;COM),MIX(RES;COM),BP2,BP2,RSH2,RSH2,RMT1,RMT1,CR/LFINF/CDM/H:4/BP2/RSH2+RMT1/MIX(RES;COM),"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69506835,-9.21683278&heading=81.8597567834912&pitch=5&fov=120"
571,89e8fd56-db1a-43cf-8b64-9c31bb3b500b,38.70112157,-9.204281058,Portugal,Lisbon,CR,CR,LFM,LFINF,CDM,CDM,3,3,RES,RES,BP2,BP1,RSH1,RSH1,RMN,RMN,CR/LFM/CDM/H:3/BP2/RSH1+RMN/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70112157,-9.20428106&heading=351.40788205294507&pitch=5&fov=120"
575,1bbbd91d-a838-4d8b-a411-a40c09321b59,38.69718786,-9.222497039,Portugal,Lisbon,CR,CR,LFM,LFINF,CDL,CDN,2,2,RES,COM,BP2,BPD,RSH2,RSH1,RMT1,RMN,CR/LFM/CDL/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69718786,-9.22249704&heading=185.54393983891276&pitch=5&fov=120"
576,fbdb814a-95fb-4aa7-9b32-1d871b8b2cf9,38.70107978,-9.203647889,Portugal,Lisbon,MUR,MUR,LWAL,LWAL,CDL,CDL,1,3,RES,RES,BP1,BP2,RSH2,RSH2,RMT1,RMT1,MUR/LWAL/CDL/H:1/BP1/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70107978,-9.20364789&heading=259.0203445335516&pitch=5&fov=120"
577,ee51d705-2b15-47fb-9344-9944c7f82b7a,38.69637275,-9.216120012,Portugal,Lisbon,MCF,,LWAL,,CDN,,2,,RES,,BP2,,RSH2,,RMT1,,MCF/LWAL/CDN/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69637275,-9.21612001&heading=80.27301161802052&pitch=5&fov=120"
578,0ae9b3b7-c231-4b1c-95e2-8387c9618b8b,38.69768107,-9.195443731,Portugal,Lisbon,CR,MUR,LFINF,LWAL,CDL,CDN,3,3,RES,RES,BP2,BP2,RSH2,RSH2,RMT1,RMT1,CR/LFINF/CDL/H:3/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69768107,-9.19544373&heading=325.7656482735158&pitch=5&fov=120"
579,479fda3b-1b58-4ba6-8472-aed0d7ed6072,38.70032269,-9.201519692,Portugal,Lisbon,MUR,MUR,LWAL,LWAL,CDL,CDL,2,1,COM,RES,BPD,BPD,RSH2,RSH2,RMT1,RMT1,MUR/LWAL/CDL/H:2/BPD/RSH2+RMT1/COM,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70032269,-9.20151969&heading=150&pitch=5&fov=120"
580,78bca8f3-c139-4992-b50b-79e307a7b890,38.70214055,-9.20316975,Portugal,Lisbon,CR,CR,LFM,LFINF,CDL,CDN,4,5,RES,MIX(RES;COM),BP2,BP1,RSH2,RSH1,RMT1,RMN,CR/LFM/CDL/H:4/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70214055,-9.20316975&heading=179.3328212590489&pitch=5&fov=120"
581,25d35671-f253-44ba-b632-e5f2d0a4a689,38.6981705,-9.219521073,Portugal,Lisbon,MCF,,LWAL,,CDL,,2,,RES,,BP2,,RSH2,,RMT1,,MCF/LWAL/CDL/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.6981705,-9.21952107&heading=287.57226852912953&pitch=5&fov=120"
582,90085391-34e4-458e-8cba-593bc8c63a5e,38.70000953,-9.222364481,Portugal,Lisbon,CR,,LFINF,,CDM,,2,,RES,,BP2,,RSH3,,RMT1,,CR/LFINF/CDM/H:2/BP2/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70000953,-9.22236448&heading=302.1670016289928&pitch=5&fov=120"
583,90957a29-7353-4f03-a0ff-b627b11c2af8,38.7005583,-9.217298633,Portugal,Lisbon,MCF,MUR,LWAL,LWAL,CDL,CDN,2,2,RES,RES,BPD,BPD,RSH3,RSH2,RMT1,RMT1,MCF/LWAL/CDL/H:2/BPD/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.7005583,-9.21729863&heading=296.3584756976596&pitch=5&fov=120"
586,f73e6ae9-d29f-4c94-b59d-22cd78a40582,38.69516974,-9.21567624,Portugal,Lisbon,CR,CR,LFINF,LFM,CDL,CDH,4,5,RES,RES,BP2,BP1,RSH2,RSH1,RMT1,RMN,CR/LFINF/CDL/H:4/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69516974,-9.21567624&heading=333.01320962696684&pitch=5&fov=120"
587,e2a5ae6b-bd14-4e97-8aea-8616f7b8e0ed,38.70034174,-9.193694854,Portugal,Lisbon,MCF,,LWAL,,CDM,,1,,EDU,,BPD,,RSH6,,RMT1,,MCF/LWAL/CDM/H:1/BPD/RSH6+RMT1/EDU,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70034174,-9.19369485&heading=203.9065904460282&pitch=5&fov=120"
588,e220d427-3ee4-44b5-b3e9-71ceaab43d94,38.69924788,-9.216992606,Portugal,Lisbon,CR,,LFM,,CDM,,4,,RES,,BPD,,RSH3,,RMT1,,CR/LFM/CDM/H:4/BPD/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69924788,-9.21699261&heading=11.067547600544913&pitch=5&fov=120"
590,4d8076a1-192b-430a-90eb-ec2a3064819d,38.70406963,-9.203248647,Portugal,Lisbon,MCF,MUR,LWAL,LWAL,CDL,CDL,3,3,RES,RES,BP2,BP2,RSH3,RSH1,RMT1,RMN,MCF/LWAL/CDL/H:3/BP2/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70406963,-9.20324865&heading=247.74418621295604&pitch=5&fov=120"
591,ce1e081b-a5e1-442b-bdcd-7e4124b26cef,38.70210005,-9.20588425,Portugal,Lisbon,MUR,MUR,LWAL,LWAL,CDL,CDL,1,1,RES,RES,BP2,BP2,RSH2,RSH2,RMT1,RMT1,MUR/LWAL/CDL/H:1/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70210005,-9.20588425&heading=334.1236665573267&pitch=5&fov=120"
592,bcee9f1c-c648-4cd1-8688-135b242ac6f6,38.69485213,-9.220348802,Portugal,Lisbon,MUR,MUR,LWAL,LWAL,CDN,CDN,1,1,RES,RES,BP2,BP2,RSH2,RSH2,RMT1,RMT1,MUR/LWAL/CDN/H:1/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69485213,-9.2203488&heading=179.60279633904065&pitch=5&fov=120"
593,764fc78b-f96d-4a6a-b7a5-4ace12ccf834,38.69743643,-9.201893728,Portugal,Lisbon,MCF,,LWAL,,CDL,,2,,RES,,BP1,,RSH2,,RMT1,,MCF/LWAL/CDL/H:2/BP1/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69743643,-9.20189373&heading=222.1074500648005&pitch=5&fov=120"
594,5e9166c1-dffe-46a1-967e-136874284ddd,38.69662201,-9.218560957,Portugal,Lisbon,MCF,,LWAL,,CDL,,2,,RES,,BP2,,RSH2,,RMT1,,MCF/LWAL/CDL/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69662201,-9.21856096&heading=96.80603809266393&pitch=5&fov=120"
597,fa0a10a3-f33d-4dd3-ad23-48da4f526977,38.70394926,-9.203041631,Portugal,Lisbon,CR,CR,LFINF,LFINF,CDN,CDN,3,4,RES,RES,BP1,BP2,RSH1,RSH1,RMN,RMN,CR/LFINF/CDN/H:3/BP1/RSH1+RMN/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70394926,-9.20304163&heading=67.74431565474436&pitch=5&fov=120"
598,6c2fef0c-8ef1-4d6a-bd54-c6af2f0dcb58,38.69585973,-9.210221242,Portugal,Lisbon,MUR,,LWAL,,CDN,,2,,COM,,BP1,,RSH2,,RMT1,,MUR/LWAL/CDN/H:2/BP1/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69585973,-9.21022124&heading=128.25053189957828&pitch=5&fov=120"
601,6411701a-c2d2-400d-9a3b-1469d7ea3eb8,38.6994104,-9.219750902,Portugal,Lisbon,MUR,MUR,LWAL,LWAL,CDN,CDL,2,2,RES,RES,BP1,BPD,RSH2,RSH2,RMT1,RMT1,MUR/LWAL/CDN/H:2/BP1/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.6994104,-9.2197509&heading=297.847422871576&pitch=5&fov=120"
602,680c91cc-aeea-4377-9940-4741d70d32a8,38.6965749,-9.21117035,Portugal,Lisbon,CR,CR,LFM,LFINF,CDH,CDH,6.0-7.0,5,RES,RES,BPD,BP1,RSH1,RSH1,RMN,RMN,CR/LFM/CDH/H:6-7/BPD/RSH1+RMN/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.6965749,-9.21117035&heading=308.68290772577063&pitch=5&fov=120"
603,551c13c9-18ec-455a-b11a-e213fc4ff72c,38.695466,-9.21841585,Portugal,Lisbon,CR,CR,LFM,LFINF,CDM,CDL,4,4,MIX(RES;COM),COM,BP2,BP1,RSH2,RSH1,RMT1,RMN,CR/LFM/CDM/H:4/BP2/RSH2+RMT1/MIX(RES;COM),"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.695466,-9.21841585&heading=172.18555035826068&pitch=5&fov=120"
604,ae0da51b-37b7-47b9-9cd2-f58ba56e17c1,38.69751715,-9.217347082,Portugal,Lisbon,MCF,MUR,LWAL,LWAL,CDL,CDN,2,2,RES,RES,BP2,BPD,RSH2,RSH2,RMT1,RMT1,MCF/LWAL/CDL/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69751715,-9.21734708&heading=92.99747572703598&pitch=5&fov=120"
605,da3cca82-1047-4b38-99d6-382bfcc2646d,38.69597858,-9.215890862,Portugal,Lisbon,MCF,MUR,LWAL,LWAL,CDL,CDL,2,2,RES,RES,BP1,BP1,RSH2,RSH2,RMT1,RMT1,MCF/LWAL/CDL/H:2/BP1/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69597858,-9.21589086&heading=78.08481164788168&pitch=5&fov=120"
606,dcfbb933-16b4-451d-9079-1d1e0c4ece96,38.69619395,-9.218467919,Portugal,Lisbon,CR,CR,LFM,LFINF,CDL,CDL,5,4,MIX(RES;COM),MIX(RES;COM),BP2,BP2,RSH1,RSH1,RMN,RMN,CR/LFM/CDL/H:5/BP2/RSH1+RMN/MIX(RES;COM),"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69619395,-9.21846792&heading=302.8733058373633&pitch=5&fov=120"
607,9f66237a-ace2-4ec5-80e9-3ee9d89f4d7f,38.70025097,-9.221327838,Portugal,Lisbon,MCF,,LWAL,,CDM,,2,,RES,,BP2,,RSH3,,RMT1,,MCF/LWAL/CDM/H:2/BP2/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70025097,-9.22132784&heading=301.9140260225411&pitch=5&fov=120"
608,1a473ea7-4d91-495b-baf8-fe1975e69da3,38.69723792,-9.195467973,Portugal,Lisbon,MUR,MUR,LWAL,LWAL,CDN,CDN,1,1,COM,COM,BPD,BPD,RSH3,RSH2,RMT1,RMT1,MUR/LWAL/CDN/H:1/BPD/RSH3+RMT1/COM,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69723792,-9.19546797&heading=145.7656331180292&pitch=5&fov=120"
609,ee0d1b46-6dc0-40a3-a215-edfebdb957a9,38.6992609,-9.218909702,Portugal,Lisbon,MCF,MCF,LWAL,LWAL,CDL,CDL,2,2,RES,RES,BP1,BPD,RSH3,RSH3,RMT1,RMT1,MCF/LWAL/CDL/H:2/BP1/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.6992609,-9.2189097&heading=292.85676262283647&pitch=5&fov=120"
610,9536b471-357c-4586-8355-f217588e788d,38.70497281,-9.202697367,Portugal,Lisbon,MUR,CR,LWAL,LFINF,CDN,CDN,2,3,RES,RES,BP1,BP2,RSH2,RSH1,RMT1,RMN,MUR/LWAL/CDN/H:2/BP1/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70497281,-9.20269737&heading=240.75055174820614&pitch=5&fov=120"
611,074a80ff-9a6c-4dc9-8c9f-cbb6e58b7795,38.69951748,-9.217810319,Portugal,Lisbon,CR,MUR,LFM,LWAL,CDM,CDN,2,2,RES,RES,BPD,BPD,RSH3,RSH2,RMT1,RMT1,CR/LFM/CDM/H:2/BPD/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69951748,-9.21781032&heading=199.26344486738856&pitch=5&fov=120"
612,526f97aa-9cca-4d97-ace4-942b4fa5d364,38.69667985,-9.218451817,Portugal,Lisbon,MCF,MUR,LWAL,LWAL,CDL,CDL,2,2,RES,RES,BPD,BP1,RSH2,RSH2,RMT1,RMT1,MCF/LWAL/CDL/H:2/BPD/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69667985,-9.21845182&heading=183.06902976325193&pitch=5&fov=120"
613,6085fcb4-4bc8-486a-9e01-13f12e4df594,38.7008916,-9.218899323,Portugal,Lisbon,CR,MR,LFM,LWAL,CDM,CDN,3,2,RES,RES,BPD,BPD,RSH3,RSH2,RMT1,RMT1,CR/LFM/CDM/H:3/BPD/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.7008916,-9.21889932&heading=211.8331779527245&pitch=5&fov=120"
614,0b6a22a3-9174-4c8f-a55b-f50aebc102db,38.6959887,-9.217776186,Portugal,Lisbon,MUR,,LWAL,,CDL,,2,,RES,,BP1,,RSH3,,RMT1,,MUR/LWAL/CDL/H:2/BP1/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.6959887,-9.21777619&heading=173.36737853612976&pitch=5&fov=120"
615,1802cd66-0611-456d-8569-319c3360addc,38.70088327,-9.200448656,Portugal,Lisbon,CR,CR,LFM,LFINF,CDM,CDN,3,2,COM,COM,BP1,BP2,RSH1,RSH1,RMN,RMN,CR/LFM/CDM/H:3/BP1/RSH1+RMN/COM,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70088327,-9.20044866&heading=166.66110566569427&pitch=5&fov=120"
616,3389338d-f3cf-40e1-a5f0-ce41709072d6,38.69810548,-9.215479209,Portugal,Lisbon,MCF,,LWAL,,CDL,,2,,RES,,BP1,,RSH2,,RMT1,,MCF/LWAL/CDL/H:2/BP1/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69810548,-9.21547921&heading=171.7766569793368&pitch=5&fov=120"
618,220d76d3-4fab-4ddc-94aa-59a30adff904,38.69642898,-9.217995457,Portugal,Lisbon,MCF,MUR,LWAL,LWAL,CDL,CDL,2,3,RES,RES,BP1,BP1,RSH2,RSH2,RMT1,RMT1,MCF/LWAL/CDL/H:2/BP1/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69642898,-9.21799546&heading=181.58270717882272&pitch=5&fov=120"
619,2fa82e72-e0fa-4c77-9499-8c9b8feea658,38.69744605,-9.2174171,Portugal,Lisbon,MUR,MUR,LWAL,LWAL,CDL,CDL,2,2,RES,RES,BP2,BPD,RSH2,RSH2,RMT1,RMT1,MUR/LWAL/CDL/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69744605,-9.2174171&heading=92.99743194575473&pitch=5&fov=120"
621,08fb8f95-4e7d-409f-ae8a-8f58b07448fb,38.69873179,-9.211951547,Portugal,Lisbon,CR,MUR,LFM,LWAL,CDM,CDN,2,3,RES,RES,BPD,BP1,RSH3,RSH1,RMT1,RMN,CR/LFM/CDM/H:2/BPD/RSH3+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69873179,-9.21195155&heading=216.37000866360063&pitch=5&fov=120"
622,e2cd7676-a2be-42ae-9978-062783b6a09c,38.69934104,-9.226356823,Portugal,Lisbon,CR,,LFM,,CDH,,4,,MIX(RES;COM),,BP1,,RSH1,,RMN,,CR/LFM/CDH/H:4/BP1/RSH1+RMN/MIX(RES;COM),"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69934104,-9.22635682&heading=21.416312060911878&pitch=5&fov=120"
625,34308959-7f12-4c47-af41-8aabecd920db,38.70271129,-9.21673191,Portugal,Lisbon,CR,,LFM,,CDH,,4,,RES,,BPD,,RSH1,,RMN,,CR/LFM/CDH/H:4/BPD/RSH1+RMN/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.70271129,-9.21673191&heading=61.45039175789435&pitch=5&fov=120"
627,b5ba88a3-0bb4-4f22-aedc-1532ba3f55b1,38.69965087,-9.204919141,Portugal,Lisbon,MUR,MUR,LWAL,LWAL,CDL,CDL,2,2,RES,RES,BP2,BP1,RSH2,RSH2,RMT1,RMT1,MUR/LWAL/CDL/H:2/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69965087,-9.20491914&heading=122.08438660973638&pitch=5&fov=120"
628,12cd2c2a-9303-476d-aa9a-d5f10d86304c,38.69731338,-9.193092179,Portugal,Lisbon,MCF,HYB(MCF;MUR),LWAL,LWAL,CDN,CDN,3,2,RES,RES,BP2,BP2,RSH2,RSH2,RMT1,RMT1,MCF/LWAL/CDN/H:3/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69731338,-9.19309218&heading=239.63543251600083&pitch=5&fov=120"
629,9f23d153-1043-421c-88d3-3697104612f2,38.69558965,-9.221470162,Portugal,Lisbon,MCF,MCF,LWAL,LWAL,CDL,CDL,2,2,MIX(RES;COM),MIX(RES;COM),BP1,BPD,RSH2,RSH1,RMT1,RMN,MCF/LWAL/CDL/H:2/BP1/RSH2+RMT1/MIX(RES;COM),"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69558965,-9.22147016&heading=359.6101561686737&pitch=5&fov=120"
632,7e26d126-06d6-46c4-8ee1-4701f4afb35c,38.69705503,-9.217292192,Portugal,Lisbon,MCF,MUR,LWAL,LWAL,CDL,CDL,2,2,RES,RES,BPD,BPD,RSH2,RSH2,RMT1,RMT1,MCF/LWAL/CDL/H:2/BPD/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69705503,-9.21729219&heading=88.84413000327925&pitch=5&fov=120"
633,bb4602f7-135a-4c5e-a068-5268dcee3c74,38.69639793,-9.220908168,Portugal,Lisbon,CR,MR,LFINF,LWAL,CDN,CDN,3,3,MIX(RES;COM),COM,BP2,BP1,RSH3,RSH1,RMT1,RMN,CR/LFINF/CDN/H:3/BP2/RSH3+RMT1/MIX(RES;COM),"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69639793,-9.22090817&heading=175.3885103155049&pitch=5&fov=120"
635,ad6d47c2-35ff-4960-8bcc-5a0e282e6bae,38.699272,-9.195483815,Portugal,Lisbon,MCF,MUR,LWAL,LWAL,CDN,CDN,3,3,RES,MIX(RES;COM),BP2,BP2,RSH2,RSH1,RMT1,RMN,MCF/LWAL/CDN/H:3/BP2/RSH2+RMT1/RES,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.699272,-9.19548381&heading=220.1531965039108&pitch=5&fov=120"
638,1f05cea2-5a90-4e72-9d34-908e70eb04a4,38.69741965,-9.201659136,Portugal,Lisbon,CR,CR,LFM,LFINF,CDM,CDM,2,2,COM,COM,BP1,BPD,RSH3,RSH1,RMT1,RMN,CR/LFM/CDM/H:2/BP1/RSH3+RMT1/COM,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=38.69741965,-9.20165914&heading=44.84380259575778&pitch=5&fov=120"
